timestamp,can_id,dlc,data_hex,data_bytes
1753260370.422981137,629,3,00 00 00,00 00 00
1753260370.474073151,155,8,07 97 CC 54 93 38 00 72,07 97 CC 54 93 38 00 72
1753260370.524960152,155,8,07 97 CC 54 93 38 00 72,07 97 CC 54 93 38 00 72
1753260370.575850750,155,8,07 97 CC 54 93 38 00 72,07 97 CC 54 93 38 00 72
1753260370.627283790,155,8,07 97 CC 54 93 38 00 72,07 97 CC 54 93 38 00 72
1753260370.677916371,155,8,07 97 CC 54 93 38 00 72,07 97 CC 54 93 38 00 72
1753260370.729364342,155,8,07 97 CC 54 93 38 00 72,07 97 CC 54 93 38 00 72
1753260370.779857585,155,8,07 97 CC 54 93 38 00 72,07 97 CC 54 93 38 00 72
1753260370.830857432,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE
1753260370.881806750,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE
1753260370.933003190,196,8,00 FF E7 7F 70 48 0B 00,00 FF E7 7F 70 48 0B 00
1753260370.984121606,155,8,07 97 CC 54 93 38 00 72,07 97 CC 54 93 38 00 72
1753260371.035330091,423,8,03 2D FF FF 00 E0 00 E4,03 2D FF FF 00 E0 00 E4
1753260371.087279453,155,8,07 97 CC 54 93 38 00 72,07 97 CC 54 93 38 00 72
1753260371.137123867,423,8,03 2D FF FF 00 E0 00 E4,03 2D FF FF 00 E0 00 E4
1753260371.187959467,155,8,07 97 CC 54 93 38 00 72,07 97 CC 54 93 38 00 72
1753260371.239334192,423,8,03 2D FF FF 00 E0 00 E4,03 2D FF FF 00 E0 00 E4
1753260371.290164142,155,8,07 97 CC 54 93 38 00 72,07 97 CC 54 93 38 00 72
1753260371.341028475,627,3,00 00 00,00 00 00
1753260371.392327171,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE
1753260371.442854028,155,8,07 97 CC 54 93 38 00 72,07 97 CC 54 93 38 00 72
1753260371.493830205,155,8,07 97 CC 54 93 38 00 72,07 97 CC 54 93 38 00 72
1753260371.545033386,155,8,07 97 CC 54 93 38 00 72,07 97 CC 54 93 38 00 72
