timestamp,latitude,longitude,altitude,speed_kmh,satellites,hdop,datetime,valid
1754409801.184977800,33.985714,-6.724939,250.2,0.4,11,1.61,2025-8-5,17
1754409801.195929290,33.985714,-6.724939,250.2,0.4,11,1.61,2025-8-5,17
1754409801.206873562,33.985714,-6.724939,250.2,0.4,11,1.61,2025-8-5,17
1754409801.217911691,33.985714,-6.724939,250.2,0.4,11,1.61,2025-8-5,17
1754409801.228972571,33.985714,-6.724939,250.2,0.4,11,1.61,2025-8-5,17
1754409801.239886367,33.985714,-6.724939,250.2,0.4,11,1.61,2025-8-5,17
1754409801.251028257,33.985714,-6.724939,250.2,0.4,11,1.61,2025-8-5,17
1754409801.262015495,33.985714,-6.724939,250.2,0.4,11,1.61,2025-8-5,17
1754409801.272893523,33.985714,-6.724939,250.2,0.4,11,1.61,2025-8-5,17
1754409804.187099661,33.985725,-6.724938,249.2,0.2,10,1.25,2025-8-5,17
1754409804.198103626,33.985725,-6.724938,249.2,0.2,10,1.25,2025-8-5,17
1754409804.208991756,33.985725,-6.724938,249.2,0.2,10,1.25,2025-8-5,17
1754409804.220032563,33.985725,-6.724938,249.2,0.2,10,1.25,2025-8-5,17
1754409804.231065652,33.985725,-6.724938,249.2,0.2,10,1.25,2025-8-5,17
1754409804.242094780,33.985725,-6.724938,249.2,0.2,10,1.25,2025-8-5,17
1754409804.253119334,33.985725,-6.724938,249.2,0.2,10,1.25,2025-8-5,17
1754409804.264052499,33.985725,-6.724938,249.2,0.2,10,1.25,2025-8-5,17
1754409804.275075262,33.985725,-6.724938,249.2,0.2,10,1.25,2025-8-5,17
1754409807.190107141,33.985733,-6.724939,248.9,0.3,10,1.61,2025-8-5,17
1754409807.201162730,33.985733,-6.724939,248.9,0.3,10,1.61,2025-8-5,17
1754409807.212245524,33.985733,-6.724939,248.9,0.3,10,1.61,2025-8-5,17
1754409807.223223794,33.985733,-6.724939,248.9,0.3,10,1.61,2025-8-5,17
1754409807.234225085,33.985733,-6.724939,248.9,0.3,10,1.61,2025-8-5,17
1754409807.256220189,33.985733,-6.724939,248.9,0.3,10,1.61,2025-8-5,17
1754409807.267213760,33.985733,-6.724939,248.9,0.3,10,1.61,2025-8-5,17
1754409807.278103172,33.985733,-6.724939,248.9,0.3,10,1.61,2025-8-5,17
1754409810.186289316,33.985741,-6.724937,247.9,0.2,10,1.22,2025-8-5,17
1754409810.197333377,33.985741,-6.724937,247.9,0.2,10,1.22,2025-8-5,17
1754409810.208348875,33.985741,-6.724937,247.9,0.2,10,1.22,2025-8-5,17
1754409810.219378167,33.985741,-6.724937,247.9,0.2,10,1.22,2025-8-5,17
1754409810.230387525,33.985741,-6.724937,247.9,0.2,10,1.22,2025-8-5,17
